CustomerID,Age,Gender,Marital Status,Education Level,Occupation,Income Level,Interactions with Customer Service,Customer Preferences,Preferred Contact Time,Preferred Language
14829,55,Male,Separated,Associate Degree,Engineer,127517,Mobile App,Email,Morning,French
14841,48,Male,Married,Master's Degree,Entrepreneur,90655,Chat,In-Person Meeting,Morning,Mandarin
14842,49,Female,Divorced,High School Diploma,Manager,120061,Mobile App,Email,Weekends,Spanish
14849,38,Female,Widowed,High School Diploma,Lawyer,73907,In-Person,Email,Anytime,French
14850,55,Male,Married,High School Diploma,Doctor,82034,Phone,Mail,Morning,English
14865,24,Male,Single,High School Diploma,Salesperson,31483,Mobile App,Phone,Afternoon,German
14866,23,Female,Widowed,Associate Degree,Nurse,27400,Phone,Phone,Anytime,English
14867,37,Male,Widowed,High School Diploma,Engineer,45386,Chat,Phone,Afternoon,Spanish
14871,65,Male,Divorced,Doctorate,Nurse,93009,In-Person,Email,Afternoon,German
14878,52,Male,Divorced,Bachelor's Degree,Artist,145680,Email,Phone,Morning,Mandarin
14889,32,Female,Married,Master's Degree,Entrepreneur,34684,Mobile App,Text,Evening,French
14895,37,Female,Divorced,High School Diploma,Entrepreneur,72749,Chat,Mail,Morning,English
14896,31,Male,Divorced,Associate Degree,Artist,104402,Mobile App,Text,Afternoon,German
14898,56,Male,Widowed,Associate Degree,Artist,32167,Mobile App,Phone,Evening,Mandarin
14901,20,Female,Widowed,Bachelor's Degree,Artist,116008,Phone,Text,Evening,French
14907,37,Female,Married,Associate Degree,Nurse,100688,Phone,Text,Afternoon,Mandarin
14911,69,Female,Married,Bachelor's Degree,Entrepreneur,121869,Mobile App,Phone,Weekends,Spanish
14913,62,Male,Single,Master's Degree,Lawyer,89142,Mobile App,Email,Evening,English
14916,49,Female,Single,High School Diploma,Salesperson,26603,In-Person,In-Person Meeting,Weekends,Spanish
14932,26,Female,Divorced,Doctorate,Manager,53270,In-Person,Mail,Morning,English
14944,56,Female,Single,High School Diploma,Engineer,56131,Chat,Email,Weekends,English
14952,37,Male,Separated,Doctorate,Salesperson,127172,In-Person,Mail,Afternoon,English
14961,28,Female,Single,Doctorate,Salesperson,23455,Chat,Text,Morning,German
14970,38,Male,Married,Master's Degree,Teacher,25701,Chat,In-Person Meeting,Evening,German
14976,65,Female,Married,Master's Degree,Salesperson,26403,Email,Text,Weekends,English
14978,20,Male,Separated,Bachelor's Degree,Doctor,32506,Phone,In-Person Meeting,Anytime,German
14985,54,Female,Widowed,Master's Degree,Salesperson,147171,Mobile App,Text,Anytime,German
14987,56,Female,Separated,High School Diploma,Entrepreneur,70151,Mobile App,Text,Afternoon,German
15002,68,Male,Divorced,Doctorate,Salesperson,123578,Mobile App,In-Person Meeting,Weekends,French
15005,52,Male,Widowed,Doctorate,Entrepreneur,125497,In-Person,Phone,Morning,German
15012,26,Male,Separated,Master's Degree,Lawyer,116983,Mobile App,Text,Anytime,Spanish
15018,55,Female,Divorced,Master's Degree,Teacher,146698,Mobile App,Text,Weekends,French
15021,38,Female,Single,Doctorate,Engineer,25889,Chat,Text,Morning,German
15023,43,Male,Married,Doctorate,Nurse,80176,Chat,Mail,Morning,English
15024,70,Female,Separated,Doctorate,Nurse,67252,Mobile App,In-Person Meeting,Morning,Spanish
15028,36,Male,Separated,High School Diploma,Manager,38304,In-Person,Mail,Anytime,Spanish
15032,37,Male,Separated,Associate Degree,Nurse,145073,Chat,Email,Afternoon,Spanish
15033,25,Female,Widowed,Master's Degree,Artist,127092,In-Person,Phone,Weekends,German
15034,20,Female,Divorced,Associate Degree,Entrepreneur,86764,In-Person,Mail,Morning,German
15038,64,Female,Widowed,Associate Degree,Entrepreneur,28753,In-Person,Mail,Weekends,French
15039,31,Female,Separated,Associate Degree,Teacher,34229,In-Person,Email,Morning,French
15044,41,Female,Widowed,High School Diploma,Engineer,41375,Mobile App,In-Person Meeting,Anytime,German
15046,69,Female,Single,Master's Degree,Teacher,69693,Email,Mail,Weekends,German
15048,69,Male,Separated,High School Diploma,Artist,78474,Phone,In-Person Meeting,Afternoon,Mandarin
15052,39,Male,Divorced,Master's Degree,Manager,115880,Phone,Mail,Weekends,Spanish
15057,37,Male,Divorced,Bachelor's Degree,Doctor,121458,Chat,In-Person Meeting,Weekends,English
15058,37,Female,Widowed,High School Diploma,Teacher,91211,Email,Phone,Morning,Spanish
15059,69,Female,Divorced,High School Diploma,Teacher,92408,Email,Text,Morning,English
15061,37,Female,Widowed,Master's Degree,Lawyer,68999,In-Person,Phone,Afternoon,Mandarin
15062,40,Female,Divorced,Doctorate,Manager,22982,In-Person,In-Person Meeting,Evening,Spanish
15070,51,Male,Widowed,High School Diploma,Entrepreneur,77719,Chat,In-Person Meeting,Weekends,German
15078,63,Female,Married,Doctorate,Lawyer,34415,Mobile App,Text,Morning,French
15079,66,Female,Divorced,Associate Degree,Teacher,107759,Mobile App,Email,Anytime,German
15081,25,Male,Widowed,Master's Degree,Entrepreneur,103927,Phone,Text,Afternoon,English
15090,25,Female,Widowed,High School Diploma,Teacher,56307,Phone,Mail,Weekends,Spanish
15093,23,Female,Single,High School Diploma,Manager,43821,Mobile App,Phone,Weekends,Spanish
15100,25,Female,Separated,Bachelor's Degree,Manager,38794,Chat,Email,Weekends,English
15101,61,Female,Divorced,High School Diploma,Engineer,37695,Chat,Phone,Afternoon,German
15107,31,Male,Married,Bachelor's Degree,Doctor,144559,Phone,Text,Morning,Spanish
15110,31,Male,Divorced,Associate Degree,Lawyer,67717,Phone,Text,Morning,Mandarin
15111,33,Male,Married,Associate Degree,Lawyer,74841,Email,Email,Anytime,French
15139,49,Female,Widowed,Associate Degree,Teacher,39344,Email,Mail,Evening,German
15144,50,Male,Single,High School Diploma,Nurse,115096,Chat,Text,Afternoon,German
15157,53,Male,Married,Bachelor's Degree,Teacher,24126,Chat,Mail,Evening,English
15159,37,Male,Married,Master's Degree,Manager,117561,Mobile App,Mail,Morning,Mandarin
15160,63,Male,Divorced,Bachelor's Degree,Manager,57728,Chat,Text,Morning,Mandarin
15164,61,Female,Single,Bachelor's Degree,Artist,149099,Phone,Email,Anytime,Mandarin
15165,42,Female,Divorced,High School Diploma,Engineer,71646,Phone,Email,Afternoon,Spanish
15167,62,Female,Divorced,Bachelor's Degree,Artist,32353,Chat,In-Person Meeting,Morning,English
15171,34,Male,Married,Bachelor's Degree,Doctor,73638,Mobile App,Phone,Anytime,French
15174,24,Female,Separated,High School Diploma,Salesperson,38404,Chat,Text,Anytime,German
15179,40,Female,Divorced,Associate Degree,Engineer,120134,Chat,Text,Anytime,French
15180,20,Female,Single,Associate Degree,Entrepreneur,131366,Chat,Email,Evening,German
15181,55,Male,Widowed,Master's Degree,Entrepreneur,63098,Mobile App,Phone,Evening,Spanish
15189,44,Male,Divorced,Doctorate,Salesperson,70129,Chat,Mail,Weekends,German
15192,20,Female,Married,High School Diploma,Teacher,31894,Email,Mail,Morning,Mandarin
15194,18,Male,Separated,High School Diploma,Manager,144872,Email,In-Person Meeting,Afternoon,German
15197,29,Female,Divorced,Associate Degree,Engineer,119581,In-Person,Email,Weekends,French
15199,37,Female,Married,Associate Degree,Doctor,138152,Chat,In-Person Meeting,Morning,French
15203,42,Female,Separated,Associate Degree,Teacher,123661,Phone,Email,Anytime,English
15204,67,Female,Married,Bachelor's Degree,Doctor,52618,Email,Email,Anytime,French
15208,47,Male,Single,Associate Degree,Doctor,75756,Email,In-Person Meeting,Morning,English
15211,42,Male,Married,High School Diploma,Teacher,135362,Chat,In-Person Meeting,Afternoon,Spanish
15213,23,Female,Single,High School Diploma,Lawyer,24322,Chat,Email,Anytime,German
15215,39,Male,Widowed,Doctorate,Entrepreneur,70853,In-Person,In-Person Meeting,Afternoon,Mandarin
15218,57,Female,Divorced,Associate Degree,Entrepreneur,24620,Chat,Phone,Morning,Mandarin
15221,48,Female,Widowed,High School Diploma,Lawyer,85507,In-Person,Email,Weekends,German
15222,44,Male,Separated,Bachelor's Degree,Salesperson,69618,Email,In-Person Meeting,Morning,French
15224,61,Male,Separated,High School Diploma,Entrepreneur,83360,Phone,Email,Anytime,Mandarin
15226,19,Male,Widowed,Doctorate,Entrepreneur,106679,Mobile App,Phone,Morning,German
15227,58,Male,Single,Master's Degree,Lawyer,49334,Chat,In-Person Meeting,Evening,German
15235,57,Male,Divorced,High School Diploma,Salesperson,125867,In-Person,In-Person Meeting,Weekends,Mandarin
15240,19,Female,Single,Doctorate,Lawyer,112475,Mobile App,Phone,Morning,German
15246,54,Male,Single,Doctorate,Entrepreneur,111763,Mobile App,In-Person Meeting,Weekends,French
15260,26,Female,Married,Master's Degree,Artist,144154,Phone,In-Person Meeting,Morning,German
15262,34,Female,Divorced,Associate Degree,Teacher,48731,Chat,Text,Evening,Spanish
15266,25,Female,Divorced,Associate Degree,Lawyer,142368,Phone,Mail,Evening,English
15270,44,Female,Widowed,Doctorate,Manager,91705,Mobile App,Email,Morning,French
15271,69,Female,Separated,Associate Degree,Doctor,53850,Email,Email,Evening,English
15279,67,Male,Single,Associate Degree,Doctor,78575,Phone,Mail,Evening,English
15281,65,Male,Widowed,Doctorate,Artist,83428,Phone,Email,Anytime,French
15288,68,Female,Separated,Doctorate,Salesperson,54747,In-Person,Mail,Afternoon,Spanish
15290,33,Male,Divorced,High School Diploma,Teacher,44589,Email,Email,Morning,Spanish
15291,41,Female,Separated,Master's Degree,Nurse,87188,Chat,Text,Afternoon,English
15296,37,Female,Single,Master's Degree,Artist,118036,Chat,Phone,Weekends,Spanish
15298,62,Male,Separated,Associate Degree,Entrepreneur,39485,Mobile App,Text,Evening,French
15299,26,Female,Single,Doctorate,Entrepreneur,108425,Phone,Mail,Morning,English
15301,22,Female,Widowed,High School Diploma,Engineer,49498,Chat,Phone,Evening,French
15304,31,Male,Divorced,Associate Degree,Engineer,106587,In-Person,Email,Evening,French
15311,43,Female,Single,Doctorate,Salesperson,116249,Mobile App,In-Person Meeting,Weekends,Mandarin
15312,68,Male,Divorced,High School Diploma,Salesperson,122197,Mobile App,Email,Afternoon,English
15316,50,Female,Separated,Bachelor's Degree,Manager,51956,Email,In-Person Meeting,Morning,English
15326,50,Female,Single,Associate Degree,Teacher,114956,Mobile App,Email,Morning,French
15329,25,Male,Married,Master's Degree,Manager,38093,Mobile App,Mail,Anytime,Spanish
15332,45,Male,Separated,Master's Degree,Teacher,37448,Email,Text,Weekends,French
15339,41,Male,Divorced,High School Diploma,Artist,28910,In-Person,In-Person Meeting,Evening,French
15346,30,Male,Separated,Master's Degree,Teacher,132271,Phone,Mail,Anytime,Spanish
15347,19,Female,Widowed,Doctorate,Teacher,145667,In-Person,Email,Anytime,Spanish
15350,70,Male,Separated,High School Diploma,Engineer,28356,Mobile App,Text,Evening,German
15351,46,Female,Single,Associate Degree,Entrepreneur,70314,In-Person,Phone,Afternoon,French
15353,68,Female,Single,Doctorate,Teacher,30296,Chat,Text,Morning,German
15356,26,Female,Divorced,Bachelor's Degree,Doctor,125975,Phone,Text,Morning,English
15358,20,Female,Widowed,High School Diploma,Engineer,47455,Phone,Text,Morning,Spanish
15361,34,Female,Divorced,Bachelor's Degree,Entrepreneur,55765,Mobile App,Mail,Morning,English
15363,53,Female,Divorced,Associate Degree,Lawyer,108400,Chat,Email,Morning,German
15365,31,Male,Single,Bachelor's Degree,Engineer,84790,Mobile App,Mail,Weekends,German
15366,36,Female,Single,Doctorate,Entrepreneur,90768,Phone,Mail,Weekends,French
15370,34,Male,Widowed,Associate Degree,Doctor,70733,In-Person,Phone,Weekends,English
15373,49,Male,Single,Doctorate,Entrepreneur,52610,Mobile App,Phone,Morning,Mandarin
15379,36,Male,Separated,Doctorate,Salesperson,73239,Email,In-Person Meeting,Anytime,French
15380,53,Male,Divorced,Associate Degree,Salesperson,101151,Chat,Mail,Morning,Mandarin
15384,69,Male,Divorced,Doctorate,Engineer,66359,Chat,Mail,Morning,French
15392,69,Female,Separated,High School Diploma,Manager,23677,Mobile App,Email,Weekends,French
15394,55,Male,Married,Associate Degree,Doctor,81152,Mobile App,In-Person Meeting,Morning,Spanish
15395,45,Male,Widowed,Master's Degree,Artist,97456,Phone,In-Person Meeting,Weekends,German
15415,54,Female,Divorced,High School Diploma,Lawyer,64015,In-Person,Text,Weekends,French
15421,68,Female,Single,Master's Degree,Entrepreneur,127020,Mobile App,In-Person Meeting,Anytime,Mandarin
15422,36,Female,Married,Master's Degree,Artist,77939,Mobile App,In-Person Meeting,Morning,French
15426,40,Male,Married,Associate Degree,Lawyer,31438,Mobile App,Text,Morning,English
15443,50,Female,Married,High School Diploma,Salesperson,112783,Chat,Text,Weekends,English
15447,34,Female,Married,Master's Degree,Entrepreneur,40661,Chat,In-Person Meeting,Weekends,Spanish
15448,23,Female,Divorced,High School Diploma,Salesperson,143727,Chat,Text,Evening,German
15454,67,Male,Married,Bachelor's Degree,Entrepreneur,27582,Mobile App,Text,Evening,Mandarin
15456,68,Female,Separated,Bachelor's Degree,Engineer,140318,Phone,Text,Morning,Mandarin
15460,24,Male,Divorced,Doctorate,Salesperson,100948,Mobile App,In-Person Meeting,Weekends,French
15464,54,Female,Married,High School Diploma,Engineer,121558,In-Person,In-Person Meeting,Afternoon,German
15465,63,Male,Divorced,Master's Degree,Salesperson,122952,In-Person,Mail,Afternoon,German
15468,30,Male,Divorced,Associate Degree,Salesperson,119480,Chat,In-Person Meeting,Evening,English
15482,51,Male,Married,Master's Degree,Lawyer,52664,Email,Text,Weekends,French
15485,43,Female,Divorced,Master's Degree,Doctor,92642,Chat,Email,Anytime,French
15497,37,Female,Divorced,Associate Degree,Salesperson,35927,Mobile App,Mail,Weekends,English
15498,53,Female,Separated,Associate Degree,Engineer,54884,Chat,Phone,Evening,German
15502,41,Male,Married,Associate Degree,Entrepreneur,36553,Mobile App,Phone,Morning,English
15503,63,Male,Married,Doctorate,Teacher,57223,In-Person,Text,Weekends,English
15510,24,Female,Single,Master's Degree,Salesperson,61210,Email,Text,Evening,German
15512,40,Female,Married,Associate Degree,Artist,38625,Chat,Phone,Morning,English
15513,64,Female,Single,Doctorate,Entrepreneur,107930,Mobile App,Email,Morning,Spanish
15514,68,Female,Single,Doctorate,Salesperson,61121,In-Person,In-Person Meeting,Morning,German
15518,33,Male,Divorced,Associate Degree,Manager,145099,Chat,Email,Weekends,German
15525,42,Male,Single,Master's Degree,Teacher,45929,Chat,Text,Anytime,German
15527,63,Male,Separated,Associate Degree,Teacher,49642,In-Person,Mail,Evening,English
15529,69,Male,Divorced,Master's Degree,Doctor,146308,In-Person,Mail,Morning,Spanish
15532,67,Female,Married,High School Diploma,Manager,105127,Chat,Text,Weekends,French
15535,57,Female,Separated,Doctorate,Doctor,112332,In-Person,Mail,Anytime,Mandarin
15544,45,Female,Married,Associate Degree,Artist,135603,Phone,Mail,Anytime,English
15545,41,Male,Widowed,Associate Degree,Teacher,20912,Chat,Text,Morning,Spanish
15547,45,Male,Single,Master's Degree,Manager,62086,Chat,In-Person Meeting,Anytime,English
15549,30,Female,Married,Doctorate,Artist,101763,Phone,Text,Afternoon,French
15555,54,Female,Divorced,Bachelor's Degree,Entrepreneur,23688,Mobile App,Phone,Morning,German
15562,27,Female,Divorced,Doctorate,Nurse,59334,Chat,Email,Morning,German
15563,25,Male,Married,Associate Degree,Salesperson,129927,In-Person,In-Person Meeting,Morning,Spanish
15569,64,Female,Separated,Bachelor's Degree,Salesperson,26635,In-Person,Mail,Afternoon,French
15570,19,Female,Single,High School Diploma,Salesperson,106557,Phone,Text,Afternoon,French
15574,60,Female,Separated,Bachelor's Degree,Artist,146937,Phone,In-Person Meeting,Afternoon,English
15579,38,Male,Widowed,Associate Degree,Nurse,103291,Mobile App,In-Person Meeting,Morning,Mandarin
15581,22,Female,Single,Doctorate,Engineer,136205,Phone,Text,Weekends,German
15587,42,Male,Widowed,Doctorate,Nurse,115025,In-Person,Email,Weekends,German
15589,37,Female,Single,High School Diploma,Manager,62815,Phone,In-Person Meeting,Afternoon,French
15596,56,Male,Single,Associate Degree,Manager,92166,Mobile App,Text,Morning,English
15601,43,Female,Single,Bachelor's Degree,Teacher,90591,Email,Mail,Morning,Mandarin
15602,51,Female,Widowed,High School Diploma,Engineer,27243,In-Person,Text,Evening,Spanish
15605,62,Female,Widowed,Bachelor's Degree,Manager,104907,Chat,Phone,Morning,German
15606,38,Male,Single,Associate Degree,Nurse,54989,Chat,Email,Afternoon,English
15607,56,Female,Widowed,Associate Degree,Manager,93626,Email,Text,Anytime,English
15611,54,Female,Divorced,Doctorate,Doctor,58070,Chat,Mail,Anytime,Spanish
15615,46,Female,Married,Master's Degree,Lawyer,147353,Phone,Email,Evening,German
15620,63,Female,Separated,Doctorate,Lawyer,25536,Mobile App,Email,Afternoon,Spanish
15626,70,Female,Separated,Doctorate,Engineer,90993,Mobile App,In-Person Meeting,Weekends,German
15628,66,Female,Divorced,Doctorate,Entrepreneur,108348,Chat,Email,Weekends,English
15640,41,Female,Widowed,Associate Degree,Nurse,35133,In-Person,Mail,Anytime,English
15641,64,Male,Married,Associate Degree,Lawyer,117618,In-Person,Phone,Morning,French
15646,34,Male,Married,Bachelor's Degree,Manager,57050,Phone,Text,Weekends,French
15649,69,Female,Separated,Doctorate,Teacher,57390,Chat,In-Person Meeting,Morning,German
15658,47,Female,Married,Associate Degree,Lawyer,56046,Chat,Phone,Evening,Mandarin
15660,35,Female,Single,Bachelor's Degree,Lawyer,40874,Mobile App,Text,Anytime,English
15661,70,Male,Single,Associate Degree,Artist,88030,In-Person,Phone,Afternoon,English
15664,58,Female,Separated,High School Diploma,Engineer,49025,Mobile App,Text,Anytime,German
15673,48,Female,Single,High School Diploma,Entrepreneur,77851,Mobile App,Phone,Morning,Mandarin
15680,68,Male,Single,Associate Degree,Lawyer,25132,Phone,Mail,Morning,French
15687,56,Female,Married,Doctorate,Nurse,82527,Chat,Mail,Afternoon,German
15689,43,Female,Widowed,Doctorate,Teacher,69845,Chat,Text,Morning,German
15694,33,Female,Single,High School Diploma,Doctor,36403,Chat,Mail,Morning,English
15696,36,Female,Married,Associate Degree,Manager,35133,Chat,Text,Weekends,English
15708,54,Female,Separated,Bachelor's Degree,Engineer,69931,In-Person,Mail,Morning,German
15713,51,Female,Single,High School Diploma,Artist,58306,Mobile App,Phone,Anytime,English
15716,69,Female,Single,Associate Degree,Artist,94162,Chat,Phone,Morning,Spanish
15719,22,Male,Divorced,Bachelor's Degree,Manager,38621,Phone,In-Person Meeting,Anytime,German
15723,68,Male,Widowed,Associate Degree,Doctor,146321,Email,Email,Anytime,German
15727,31,Female,Married,Master's Degree,Lawyer,133268,In-Person,Phone,Weekends,Mandarin
15732,58,Female,Separated,High School Diploma,Manager,145614,Phone,Phone,Evening,Mandarin
15738,56,Female,Married,Doctorate,Doctor,40593,Phone,Email,Morning,German
15749,54,Male,Separated,Bachelor's Degree,Doctor,123810,Chat,In-Person Meeting,Evening,German
15750,23,Female,Single,Master's Degree,Entrepreneur,43508,Email,Text,Weekends,German
15752,59,Female,Married,Doctorate,Teacher,106025,Email,Phone,Afternoon,Mandarin
15759,28,Male,Single,Bachelor's Degree,Entrepreneur,49189,Mobile App,Email,Evening,French
15769,25,Female,Divorced,Associate Degree,Salesperson,33634,In-Person,Text,Morning,Mandarin
15777,38,Male,Divorced,High School Diploma,Doctor,91063,Chat,Text,Anytime,French
15780,35,Female,Widowed,Associate Degree,Entrepreneur,53108,Mobile App,Email,Evening,German
15781,36,Female,Divorced,Bachelor's Degree,Doctor,118218,Phone,Phone,Morning,Spanish
15789,45,Male,Married,Bachelor's Degree,Doctor,48818,Chat,Mail,Morning,German
15797,41,Male,Single,Master's Degree,Teacher,34748,Chat,Email,Morning,German
15799,65,Female,Widowed,Associate Degree,Salesperson,131779,Mobile App,Phone,Morning,French
15805,35,Female,Single,Associate Degree,Manager,116951,Chat,Text,Weekends,Spanish
15808,63,Female,Divorced,High School Diploma,Nurse,57401,Phone,Text,Afternoon,German
15811,27,Female,Widowed,Doctorate,Artist,55873,Chat,In-Person Meeting,Weekends,English
15812,62,Female,Widowed,Doctorate,Salesperson,72681,Chat,Text,Anytime,French
15820,34,Male,Separated,Bachelor's Degree,Salesperson,71741,Email,Email,Weekends,Spanish
15822,55,Male,Divorced,Bachelor's Degree,Lawyer,141338,In-Person,Mail,Weekends,Spanish
15823,39,Male,Widowed,Master's Degree,Lawyer,144340,In-Person,In-Person Meeting,Weekends,French
15827,23,Male,Married,Master's Degree,Teacher,66133,Phone,Text,Evening,English
15831,42,Male,Widowed,Master's Degree,Artist,105067,Mobile App,Mail,Morning,French
15834,63,Male,Widowed,Bachelor's Degree,Salesperson,86965,Phone,Mail,Afternoon,Spanish
15835,24,Male,Widowed,Bachelor's Degree,Doctor,28151,Mobile App,Phone,Afternoon,German
15838,56,Male,Divorced,Master's Degree,Teacher,76343,Mobile App,Email,Evening,Mandarin
15841,64,Male,Single,Bachelor's Degree,Manager,100037,Chat,Email,Weekends,German
15845,19,Female,Married,High School Diploma,Manager,70023,Email,Email,Morning,Spanish
15854,34,Male,Divorced,Associate Degree,Manager,61673,Mobile App,Phone,Afternoon,German
15856,70,Female,Single,Master's Degree,Salesperson,44873,Chat,Phone,Morning,English
15858,40,Male,Divorced,Master's Degree,Teacher,33664,Chat,Email,Evening,English
15860,50,Male,Married,Doctorate,Doctor,121431,Phone,Mail,Evening,French
15862,68,Male,Married,Bachelor's Degree,Lawyer,27364,Chat,Email,Evening,German
15864,36,Male,Divorced,Doctorate,Teacher,82053,In-Person,Mail,Weekends,English
15867,43,Female,Divorced,Associate Degree,Salesperson,136209,Phone,In-Person Meeting,Weekends,Spanish
15880,46,Female,Divorced,High School Diploma,Manager,37433,Email,Mail,Evening,German
15881,68,Female,Single,Doctorate,Artist,146831,Email,In-Person Meeting,Morning,English
15882,70,Female,Divorced,High School Diploma,Artist,73244,In-Person,In-Person Meeting,Weekends,Spanish
15885,23,Male,Separated,Doctorate,Entrepreneur,122473,Chat,Text,Evening,Mandarin
15889,20,Male,Separated,Doctorate,Lawyer,107706,Phone,Mail,Evening,French
15894,63,Female,Divorced,Associate Degree,Engineer,36520,Chat,Mail,Morning,German
15898,66,Male,Divorced,Master's Degree,Entrepreneur,72662,Phone,Phone,Weekends,Spanish
15899,53,Female,Widowed,High School Diploma,Artist,38799,Email,Email,Morning,French
15910,42,Male,Divorced,Doctorate,Manager,27053,Email,Text,Afternoon,French
15916,26,Female,Widowed,Associate Degree,Salesperson,52502,Mobile App,Email,Morning,English
15919,41,Male,Single,Master's Degree,Entrepreneur,136081,Email,Phone,Weekends,German
15922,32,Male,Divorced,Bachelor's Degree,Engineer,125748,Mobile App,Mail,Weekends,Mandarin
15923,20,Female,Separated,High School Diploma,Nurse,34692,Mobile App,Text,Morning,Spanish
15938,37,Male,Widowed,High School Diploma,Artist,143041,Email,In-Person Meeting,Evening,Mandarin
15939,34,Male,Separated,Associate Degree,Lawyer,144662,Mobile App,Email,Weekends,French
15940,43,Male,Separated,Associate Degree,Manager,53591,Email,Email,Weekends,English
15945,28,Male,Separated,Associate Degree,Salesperson,57254,In-Person,Mail,Evening,French
15950,63,Male,Married,Associate Degree,Lawyer,137160,Email,Phone,Weekends,French
15953,35,Male,Separated,Master's Degree,Entrepreneur,82774,In-Person,In-Person Meeting,Morning,French
15955,59,Male,Single,Doctorate,Manager,102179,Chat,In-Person Meeting,Morning,English
15965,43,Male,Widowed,Associate Degree,Teacher,119354,Chat,Email,Weekends,English
15967,65,Male,Married,Doctorate,Manager,121586,Email,In-Person Meeting,Weekends,French
15971,69,Male,Widowed,Associate Degree,Manager,131861,Mobile App,Text,Weekends,English
15973,39,Male,Divorced,Associate Degree,Doctor,114442,Mobile App,Text,Weekends,Mandarin
15981,67,Female,Widowed,Master's Degree,Artist,81458,Chat,Mail,Evening,Spanish
15983,33,Male,Divorced,Associate Degree,Teacher,118108,Mobile App,Text,Anytime,French
15984,32,Female,Divorced,Doctorate,Teacher,81478,Chat,Email,Weekends,Mandarin
15987,18,Female,Married,Doctorate,Lawyer,116995,Mobile App,In-Person Meeting,Anytime,German
15996,33,Male,Separated,Doctorate,Nurse,53900,In-Person,In-Person Meeting,Evening,Mandarin
15998,32,Female,Widowed,Associate Degree,Entrepreneur,38168,Mobile App,Mail,Afternoon,French
16003,20,Male,Married,Associate Degree,Entrepreneur,42492,In-Person,Text,Evening,English
16010,24,Male,Married,Doctorate,Lawyer,33044,Chat,Text,Afternoon,English
16011,63,Female,Single,High School Diploma,Engineer,144713,Chat,Phone,Evening,English
16013,42,Male,Married,Associate Degree,Teacher,69586,In-Person,Text,Afternoon,English
16016,26,Male,Married,Bachelor's Degree,Entrepreneur,30033,Email,Email,Morning,German
16019,55,Male,Divorced,High School Diploma,Engineer,112822,Phone,Phone,Weekends,German
16029,65,Female,Widowed,High School Diploma,Entrepreneur,24648,Phone,In-Person Meeting,Evening,English
16030,63,Male,Divorced,Bachelor's Degree,Entrepreneur,49671,Chat,Mail,Anytime,English
16033,57,Male,Widowed,Doctorate,Manager,48224,In-Person,In-Person Meeting,Morning,English
16034,32,Female,Divorced,Associate Degree,Engineer,112154,Chat,Email,Weekends,Mandarin
16037,68,Male,Separated,High School Diploma,Entrepreneur,63989,Phone,Text,Weekends,Spanish
16042,52,Male,Separated,Associate Degree,Salesperson,132319,Chat,Email,Weekends,Mandarin
16043,41,Female,Separated,High School Diploma,Nurse,26899,In-Person,Text,Afternoon,French
16048,52,Female,Separated,High School Diploma,Nurse,39956,Email,Email,Weekends,English
16059,58,Female,Divorced,High School Diploma,Doctor,96100,Phone,Phone,Weekends,English
16062,45,Female,Single,Associate Degree,Manager,25490,Chat,Mail,Morning,Mandarin
16065,20,Female,Divorced,Associate Degree,Doctor,125728,Mobile App,In-Person Meeting,Weekends,French
16081,26,Male,Single,Bachelor's Degree,Engineer,40191,Mobile App,Text,Anytime,Spanish
16083,42,Female,Separated,Associate Degree,Artist,92540,Email,Phone,Weekends,German
16085,27,Male,Widowed,Master's Degree,Lawyer,60046,In-Person,In-Person Meeting,Weekends,Spanish
16086,63,Female,Divorced,Doctorate,Lawyer,37099,Chat,Text,Afternoon,German
16094,54,Male,Separated,Associate Degree,Teacher,73699,Chat,Text,Afternoon,Spanish
16098,69,Male,Widowed,Master's Degree,Artist,62099,In-Person,In-Person Meeting,Weekends,French
16109,56,Female,Married,Associate Degree,Nurse,53258,In-Person,Phone,Weekends,Mandarin
16110,31,Male,Married,Associate Degree,Entrepreneur,93726,Chat,Mail,Anytime,French
16112,34,Male,Divorced,Associate Degree,Manager,67902,In-Person,In-Person Meeting,Evening,Spanish
16122,38,Male,Divorced,Associate Degree,Manager,120758,Phone,In-Person Meeting,Evening,English
16124,37,Male,Single,Master's Degree,Manager,142354,Chat,Text,Evening,German
16125,69,Female,Divorced,Bachelor's Degree,Lawyer,69487,In-Person,In-Person Meeting,Weekends,German
16133,24,Female,Widowed,High School Diploma,Nurse,76259,Chat,Mail,Evening,French
16134,42,Female,Divorced,High School Diploma,Manager,79753,Email,Phone,Weekends,English
16138,23,Female,Married,Associate Degree,Artist,72194,Chat,Text,Weekends,French
16140,45,Male,Married,High School Diploma,Artist,88672,Phone,Text,Morning,Spanish
16143,70,Female,Separated,Associate Degree,Salesperson,22101,Phone,Text,Morning,German
16145,59,Male,Divorced,Doctorate,Salesperson,148492,Chat,In-Person Meeting,Weekends,Spanish
16150,26,Male,Widowed,Doctorate,Lawyer,22807,Mobile App,Text,Afternoon,Mandarin
16153,43,Male,Divorced,Master's Degree,Lawyer,116449,Phone,Text,Evening,Spanish
16156,21,Female,Single,Bachelor's Degree,Salesperson,58706,Mobile App,Email,Morning,German
16161,57,Male,Divorced,Bachelor's Degree,Salesperson,30666,Email,Email,Evening,English
